business_id,name,address,city,ZIP Code,latitude,longitude,stars,review_count,BusinessParking,BestNights,RestaurantsReservations,HappyHour,NoiseLevel,Ambience,RestaurantsGoodForGroups,WiFi,RestaurantsAttire,OutdoorSeating,RestaurantsTableService,Alcohol,RestaurantsPriceRange2,GoodForKids,BusinessAcceptsCreditCards,Caters,GoodForMeal,HasTV,WheelchairAccessible,BikeParking,DogsAllowed,Corkage,BYOB,DriveThru,BYOBCorkage,Smoking,Music,CoatCheck,BusinessAcceptsBitcoin,ByAppointmentOnly,GoodForDancing,RestaurantsTakeOut,RestaurantsDelivery,BestNights,RestaurantsReservations,HappyHour,NoiseLevel,RestaurantsGoodForGroups,WiFi,RestaurantsAttire,OutdoorSeating,RestaurantsTableService,Alcohol,RestaurantsPriceRange2,GoodForKids,BusinessAcceptsCreditCards,Caters,HasTV,WheelchairAccessible,BikeParking,DogsAllowed,Corkage,BYOB,DriveThru,BYOBCorkage,Smoking,Music,CoatCheck,BusinessAcceptsBitcoin,ByAppointmentOnly,GoodForDancing,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,GoodForMeal_breakfast,BusinessParking_valet,BusinessParking_garage,BusinessParking_street,BusinessParking_lot,BusinessParking_validated,Ambience_divey,Ambience_hipster,Ambience_casual,Ambience_touristy,Ambience_trendy,Ambience_intimate,Ambience_romantic,Ambience_classy,Ambience_upscale,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,hours_Monday
LC-qVqvkMRmK_ed-SImCXQ,Salvatore's Trattoria & Pizzeria,221 n henderson rd,king of prussia,19406,40.0972098875,-75.3668700904,3.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,,10:0-22:0
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 s 8th st,philadelphia,19147,39.940221217,-75.1557966694,4.5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,u'average',True,u'free',u'casual',False,True,u'none',3,False,False,,True,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,16:0-21:0,
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 catharine st,philadelphia,19147,39.9378287,-75.1482632,4.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,False,,True,u'no',,True,True,u'none',,True,True,True,True,True,,,,,,,,,,,,,False,False,False,True,False,False,False,,,False,,False,False,True,False,False,False,False,True,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1:0-22:0,
0zH0l4Jbf-oove3cLvrFOg,Vecchia Osteria,20 richboro rd,newtown,18940,40.2280271,-74.9401945,4.0,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',u'casual',True,,u'none',2,True,True,True,True,,True,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,13:0-21:0,11:30-21:0
SjLYEsv94TjmSjG2Fc2piQ,Pizzarella Grille,958 county line rd,bryn mawr,19010,40.02132,-75.32528,3.5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,free,u'casual',False,,u'none',1,True,True,True,True,True,True,,,,,,,,,,,,False,,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,11:0-21:0,10:30-21:30
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 locust st,philadelphia,19106,39.9470772078,-75.1541655511,4.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,True,True,u'none',,,True,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,17:0-21:0
2rQFgavS-942RapZTBSBTw,Gullifty's Restaurant,1149 w lancaster ave,bryn mawr,19010,40.025857,-75.325628,3.0,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",True,True,u'average',True,u'free',casual,True,True,full_bar,2,True,True,True,True,True,False,False,,False,,no,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,False,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11:30-21:0,11:30-21:0,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:0,11:30-21:0
1c6wVkPI_v765N7l_la59A,Santucci’s,379 w uwchlan ave,downingtown,19335,40.0322167,-75.6796171,3.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,u'free',,True,True,,,,True,True,True,True,True,,False,True,,,,,,,,,False,,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,False,False,False,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0
mTeNbKb9idbGoKJswtU_mA,Sarappos Pizza,3328 bristol rd,bensalem,19020,40.1356276,-74.9422493,4.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,True,u'average',True,,u'casual',False,,u'none',1,True,True,,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0,11:0-22:0
76xVA7wmqKLURF0tN82N5w,Bar Avalon,116 e gay st,west chester,19380,39.9611607,-75.6033724,4.0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}",True,True,u'average',True,u'free',u'casual',True,True,u'full_bar',2,False,True,True,True,,True,,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,15:0-21:0,15:0-21:0,15:0-21:0,15:0-21:0,10:30-19:0,
kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 w ritner st,philadelphia,19145,39.9209271,-75.1733058,4.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'quiet',True,u'no',u'casual',False,,u'none',1,True,True,True,True,,True,,False,,,yes_free,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-15:0,0:0-0:0
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,3300 market st,philadelphia,19145,39.9553865,-75.1910637,4.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,u'average',True,u'no',casual,False,False,u'none',1,True,True,,True,,True,,,,,,,,,,,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,,,9:0-15:30
YPnksHT2DQA0AhcxP6udxw,Corner Bakery,160 n gulph rd,king of prussia,19406,40.08705,-75.395706,3.5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'free',casual,False,,u'none',1,True,True,True,True,,False,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,,False,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,7:30-15:0,7:30-15:0,6:30-15:0
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,2533 poplar st,philadelphia,19130,39.9727751034,-75.1789870874,4.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'no',u'casual',False,,u'none',1,True,True,True,True,,True,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0,11:0-23:0
aJTgc_HWNyM9gHDt__Lt4w,Johny's Original Pizza,547 chester pike,prospect park,19076,39.8869277,-75.3017107,3.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,average,True,no,u'casual',False,,u'none',1,True,True,True,True,,True,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
KkpAwKzn5olmxH2K2GauNw,Pica's Restaurant,1233 w chester pike,west chester,19382,39.9686348,-75.5571687,3.5,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'loud',True,u'no',casual,False,True,full_bar,2,True,True,,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,12:0-21:0,
idu9-lsH5FJ54xt9QdNezQ,Il Giardino,907 n bethleham pike,spring house,19477,40.1813198,-75.2272608,4.0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',casual,False,,u'none',2,True,True,True,False,,True,,,,,,,,,,,,False,False,True,True,False,False,False,False,True,False,False,,,,,False,False,False,False,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,15:0-22:0,11:0-22:0
HfOLOAYMKNUer3eXXTLHew,Vanos Pizza & Italian Restaurant,1387 e boot rd,west chester,19380,39.9985455,-75.5667973,4.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,False,,u'quiet',True,u'no',u'casual',False,,u'none',2,True,True,False,True,,True,,,,,,,,,,,,False,,True,True,False,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,16:0-21:0,10:30-22:0
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,1165 s 11th st,philadelphia,19147,39.9353601,-75.1615836,4.0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'no',casual,True,,u'none',1,True,True,True,True,True,False,,False,,,yes_free,,,,,,,,False,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,9:0-15:30,,8:0-15:0
qot32tHVWZpiJibLTwQGyw,Pina's Pizza,8919 ridge ave,philadelphia,19128,40.0694581,-75.2398454,3.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',casual,False,True,u'none',1,True,True,True,True,,False,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,False,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0,10:0-22:0
E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,900 s 9th st,philadelphia,19147,39.9388315986,-75.1579846257,4.0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',False,u'no',u'casual',True,,u'none',1,True,False,False,True,,True,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,8:0-17:0
wWLic8cT6apGZWK8wWWSQQ,Hearth Kitchen,847 east baltimore pike,kennett square,19348,39.8635846676,-75.6835765727,3.5,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,u'average',True,u'free',u'casual',True,True,u'full_bar',2,True,True,True,True,True,True,True,,,,,,,,False,,,False,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,,
mpVN_c2VeliyNcljZFgUSg,Aldo's Ristorante Italiano,1456 buck rd,holland,18966,40.2059745,-74.95347,4.0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',u'casual',False,True,u'none',2,True,True,True,False,True,False,,,,,,,,,,,,False,,True,True,False,False,False,False,False,True,False,,,,,,False,,False,False,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30,11:0-21:30
XBdaG2kQ2Iz9VNGPZokjYg,Maria's Ristorante on Summit,8100 ridge ave,philadelphia,19128,40.0567171,-75.2363521,3.5,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,no,u'casual',False,,u'full_bar',2,True,True,True,True,,True,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0,11:0-21:0
5Z-z5-ZYmrJ8RW_oOpp9lQ,Oaks Italian Deli & Pizzeria,1601 egypt rd,oaks,19456,40.1352041985,-75.4517551692,3.5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,,True,,u'casual',True,True,u'none',1,True,True,,True,True,False,,,,,,,,,,,,False,False,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-21:0,10:0-22:0
gBsPBsfVQj4NRfmlGlQSRQ,Dominick's Pizzeria and Restaurant,5780 easton rd,plumsteadville,18902,40.3876123739,-75.1475143433,4.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,,u'average',True,u'free',u'casual',True,True,u'beer_and_wine',2,True,True,True,False,True,True,,False,True,,,,,,,,,,,,True,,,False,False,False,False,False,,False,,False,,,False,,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,0:0-0:0
7AtWfsYtWFsuwnmuF5Reow,Bella Cucina Pizzeria,1461 n gravel pike,perkiomenville,18074,40.300489428,-75.4799371176,3.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'quiet',True,,u'casual',False,,,2,True,True,True,True,,,,,,,,,,,,,,False,,True,True,False,False,False,False,True,False,False,False,False,True,False,False,,,True,False,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,
WkNJ3FnK5WVW3thVUe-WSw,Izzy's 33,1703 s 9th st,philadelphia,19148,39.9280043249,-75.160044618,4.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,u'free',,True,True,u'none',,,True,True,False,False,False,,True,True,,,,,,,,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-21:0,8:0-21:0
lnBHU3PGEiNZizWvkzBG8w,PrimoHoagies,1278 baltimore pike,kennett square,19348,39.8344097,-75.751997,3.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,casual,,,,,,True,True,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0,10:0-16:0,10:0-18:0,10:0-19:0
zxY4DgtXsVHihSUpsmwamg,P & S Ravioli,1640 s 10th st,philadelphia,19148,39.928473,-75.1619827,4.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,u'average',False,u'no',u'casual',False,,u'none',2,True,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,,0:0-0:0
YIdYc6tQIFRJPNIaPBupYQ,Zio Pizza Palace & Grill,157 n 9th st,philadelphia,19107,39.955065,-75.1541846,4.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'loud',False,u'no',u'casual',False,False,u'none',1,True,True,True,True,True,False,False,False,False,,,,,,False,,,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,16:0-20:30,16:0-20:30,16:0-20:30,16:0-21:0,13:0-21:0,13:0-20:30,16:0-20:30
j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,760 s 9th st,philadelphia,19147,39.9400584,-75.1578655,3.5,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',casual,False,,u'full_bar',2,True,True,True,True,,True,False,,,,,,,,,,,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,
9wSJ2hu_ALVSPfuk7N9O8Q,Sicilian Trattoria,7901 high school rd,elkins park,19027,40.0718047,-75.1273268,3.5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,no,casual,True,True,u'beer_and_wine',2,True,True,True,True,,True,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,9:0-17:0,8:0-12:0,8:0-12:0,9:0-17:0,9:0-16:0,9:0-15:0,8:0-15:0
ScXMp9vL7yjmG__hRK8azw,Corropolese Bakery & Deli,29 kugler rd,royersford,19468,40.2378655,-75.5358704,4.5,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,average,True,u'free',u'casual',True,False,u'none',2,True,True,True,False,True,False,False,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,12:0-22:0,10:30-22:0
ehtRUGXtMGiyjEsVTvyIKg,Francos Tomato Pies,175 s main st,yardley,19067,40.2363716,-74.8317737,3.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'quiet',False,free,u'formal',False,,u'none',2,True,True,,True,,,,,,,,,,,,,,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,14:0-22:0,14:0-21:0,
v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,7602 castor ave,philadelphia,19152,40.056184,-75.061858,3.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,,u'average',True,u'no',u'casual',False,,u'full_bar',2,True,True,True,True,,False,,,,,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-0:0,11:0-0:0
