Feature,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5
"Occupation - Civilian employed population 16 years and over - Natural resources, construction, and maintenance occupations",0.7788077093468435,0.12309733113680059,0.18070934444661774,-0.3537731301245386,0.3266144691678602
"Occupation - Civilian employed population 16 years and over - Production, transportation, and material moving occupations",0.8144214928329401,0.333009238244257,0.21706679386308625,-0.07452584572373624,0.36533209919598114
Industry - Civilian employed population 16 years and over,0.9965387653357828,-0.08229748971657604,0.011730829856954084,-1.586406660878204e-11,2.0188295870088156e-11
"Industry - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining",0.13269519132956084,-0.006165443254658344,0.03840795748016199,-0.1934817828243103,-0.08191691261841601
Industry - Civilian employed population 16 years and over - Construction,0.7924468205021604,-0.03321999490398263,0.11464549595863294,-0.38362575418035033,0.2041403060881137
Industry - Civilian employed population 16 years and over - Manufacturing,0.8081093645721171,-0.24192201708848157,-0.09673739259508705,-0.32878487435756965,0.06987300723167524
Industry - Civilian employed population 16 years and over - Wholesale trade,0.8020137280233336,-0.1827460972973282,0.007248708224023427,-0.25864555472962375,0.040295216042456845
Industry - Civilian employed population 16 years and over - Retail trade,0.9400141820183637,0.05797403745358885,0.1113792998167052,-0.15266812210284744,0.15967092515528797
"Industry - Civilian employed population 16 years and over - Transportation and warehousing, and utilities",0.8001838620230836,0.37397633509047173,0.10978986736020985,0.062189514490995725,0.30167182393980724
Industry - Civilian employed population 16 years and over - Information,0.7459175090059036,-0.35311878745587544,-0.032805899653704514,0.17446812645169715,-0.23011151321144632
"Industry - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing",0.8070502102961882,-0.43197846525141864,-0.17910382811095174,-0.08937194163454852,-0.20470872433400403
"Industry - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services",0.8531050759197893,-0.36849797754253216,-0.1140847743279804,0.06233089163090207,-0.25464043172551964
"Industry - Civilian employed population 16 years and over - Educational services, and health care and social assistance",0.9455036135809641,0.057757378202508834,-0.009765784088201767,0.21945230046250397,-0.028054206406266508
"Industry - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services",0.9167565522484261,0.04093475756649406,0.23172775152458913,0.08723740279712333,-0.0160287727261128
"Industry - Civilian employed population 16 years and over - Other services, except public administration",0.9128450328787593,0.013997234178482915,0.1509643564021056,-0.028044650457017952,0.10068665243340212
Industry - Civilian employed population 16 years and over - Public administration,0.8094942038266589,0.17146810880509342,0.0949779803373678,0.1683785414183803,0.2355730890689589
CLass of worker - Civilian employed population 16 years and over,0.9965387653357828,-0.08229748971657604,0.011730829856954084,-1.586406660878204e-11,2.0188295870088156e-11
CLass of worker - Civilian employed population 16 years and over - Private wage and salary workers,0.9935047131960959,-0.09901036224433078,0.01663654982167546,-0.01000620636502935,-0.012043952059194283
CLass of worker - Civilian employed population 16 years and over - Government workers,0.9141039085063007,0.07304697117340551,-0.03992519021004523,0.14258943539608376,0.1778010348293419
CLass of worker - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers,0.8815731703518201,-0.10822079720414315,0.030954932577086404,-0.14049974418977565,-0.1886394075068926
CLass of worker - Civilian employed population 16 years and over - Unpaid family workers,0.46152444751356825,-0.16200184016596592,0.14492256165240913,-0.08506550576728694,0.0018124693191442778
Income and benefits - Total households,0.9839419017408185,0.08395127540594902,-0.0037540358463399688,0.11419440449908075,-0.00260543374642027
"Income and benefits - Total households - Less than $10,000",0.5808131931188977,0.609899709682934,0.020138393825439936,0.4652576220980912,-0.03188440206876772
"Income and benefits - Total households - $10,000 to $14,999",0.6078461396463047,0.6220108527627839,0.07638085658375479,0.39810053280973673,0.055000604155040954
"Income and benefits - Total households - $15,000 to $24,999",0.7454135361694716,0.5575211784982038,0.10043730897984791,0.25585388982568036,0.09724294872754784
"Income and benefits - Total households - $25,000 to $34,999",0.7975303328003908,0.45488141910747143,0.1477071680489018,0.23488446351569686,0.1071983759219609
"Income and benefits - Total households - $35,000 to $49,999",0.8538853358228157,0.34979436856359936,0.1498631567190278,0.1472814762428133,0.2025747660525944
"Income and benefits - Total households - $50,000 to $74,999",0.9231383764680591,0.13899292016774006,0.1599874972962698,0.12908444454471543,0.168830374150326
"Income and benefits - Total households - $75,000 to $99,999",0.937751964525207,-0.09158192099353564,0.0618355289976217,0.03850467434043602,0.1613481801722032
"Income and benefits - Total households - $100,000 to $149,999",0.9038446539365214,-0.32179515578498413,-0.08813972163452238,-0.12114293044487208,0.05875222937555768
"Income and benefits - Total households - $150,000 to $199,999",0.7412805067637123,-0.5493339313256727,-0.16629095781405898,-0.17162154808841154,-0.1392103968782453
"Income and benefits - Total households - $200,000 or more",0.5160800809216362,-0.5045899030563161,-0.32884898167956056,-0.1837714956375973,-0.5161955513850593
Income and benefits - Total households - With earnings,0.9916999791558047,-0.023936288067023435,0.024507632605315823,0.0873138083619662,-0.01036493440167709
Income and benefits - Total households - With Social Security,0.925171629471183,0.16638650716572118,-0.0993381064213992,-0.05373353764822922,0.0937285867947192
Income and benefits - Total households - With retirement income,0.9101453623018408,-0.02758929843001954,-0.16285091809285254,-0.14727277018954768,0.09967435511454405
Income and benefits - Total households - With Supplemental Security Income,0.6199886879305403,0.6662241015398196,0.08365725054256318,0.2395628745847078,0.07226665955953986
Income and benefits - Total households - With cash public assistance income,0.6638661657847121,0.6145721484370088,0.1183177973437096,0.2996976725426713,0.05642149645212597
Income and benefits - Total households - With Food Stamp/SNAP benefits in the past 12 months,0.5844379232931428,0.712107093010336,0.14499980086079736,0.29837847391260813,0.08605490691612296
Income and benefits - Families,0.9699397940855914,0.09737264110076467,-0.0636190912880062,-0.1728137168184714,0.030256175312465966
"Income and benefits - Families - Less than $10,000",0.5588050788018794,0.7031966380781078,0.13124847485788702,0.27259927782021803,0.019903984196152066
"Income and benefits - Families - $10,000 to $14,999",0.5512143119545997,0.6739404187869592,0.11672822648782585,0.2357592062833498,0.0831095195701981
"Income and benefits - Families - $15,000 to $24,999",0.6047201887456279,0.6990289879697034,0.1682166466478494,0.13570435815277,0.07061232094303437
"Income and benefits - Families - $25,000 to $34,999",0.6758215800396327,0.6239204764738626,0.20714423602917412,0.1543745508740088,0.10640242808937732
"Income and benefits - Families - $35,000 to $49,999",0.775886051448705,0.4712558808725575,0.2014042426843586,0.02061632228121774,0.2327472851885419
"Income and benefits - Families - $50,000 to $74,999",0.8609469112071134,0.2872635580029006,0.158737063540052,-0.07416256268302572,0.2994737650089245
"Income and benefits - Families - $75,000 to $99,999",0.8914658139669377,0.0849258240185819,-0.006980260697677973,-0.19468035573099776,0.2884705909728242
"Income and benefits - Families - $100,000 to $149,999",0.8473522364945677,-0.2511988538550764,-0.135643507855654,-0.36607492150631704,0.13750067535633173
"Income and benefits - Families - $150,000 to $199,999",0.7021229655394366,-0.4758958061091293,-0.26379261678397364,-0.3399960439459929,-0.07631420973542513
"Income and benefits - Families - $200,000 or more",0.49668351837923785,-0.46312715437805657,-0.3865125743630112,-0.28215313314968327,-0.49156096077058103
Income and benefits - Nonfamily households,0.8416038644786867,0.05200912745947648,0.07794958194705756,0.4842309390673715,-0.046689893054450544
Health Insurance Coverage - Civilian noninstitutionalized population,0.9847763006467799,0.17350421414414757,-0.010579478161169996,-1.308903442136779e-10,-1.0420101563973598e-10
Health Insurance Coverage - Civilian noninstitutionalized population - With health insurance coverage,0.9889248818879539,0.1372747118226636,-0.056420133607873596,-5.113798752647927e-11,-1.0592161816979037e-11
Health Insurance Coverage - Civilian noninstitutionalized population - With health insurance coverage - With private health insurance,0.9536263872685831,-0.20659730866557108,-0.159766018241708,-0.09736702963540107,-0.061468281809432715
Health Insurance Coverage - Civilian noninstitutionalized population - With health insurance coverage - With public coverage,0.8093127440735999,0.5498834616382652,0.08590244601670814,0.09189004714958295,0.10902674823936151
Health Insurance Coverage - Civilian noninstitutionalized population - No health insurance coverage,0.7311058386461986,0.505210580161918,0.45852646856413115,-9.149761879203693e-10,-1.035129136410264e-09
Health Insurance Coverage - Civilian noninstitutionalized population under 19 years,0.9059587819180249,0.37180096187587713,-0.02013867854726685,-0.11657040647941609,-0.003349891735559079
Health Insurance Coverage - Civilian noninstitutionalized population under 19 years - No health insurance coverage,0.6382551285991505,0.5000947675010671,0.35914530734673866,-0.15977155440766902,-0.057111224703650716
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years,0.9858153959485395,0.12519355348431813,0.032578154384297384,0.0900000439684109,-0.0005050075139244483
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force,0.9967707228272012,-0.021719312776470483,0.040637375584763324,0.049317025962287285,0.01647079556367098
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed,0.996307414803558,-0.06517969531172028,0.03375696937009985,0.029364431528345277,0.006991981062194507
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage,0.9902663281476386,-0.12595239584124962,-0.02682745162909605,0.03518314857798063,0.005030183892118021
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage - With private health insurance,0.9632048499011202,-0.2553403061559893,-0.06478754871358723,0.0013317028010961397,-0.02007807036001731
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage - With public coverage,0.7074517736881771,0.6026812390642698,0.19507142908952615,0.19894766050193552,0.1593651618236862
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - No health insurance coverage,0.7267394462914996,0.4426921676743107,0.5085428849266928,-0.026642310343109498,0.02048341634632468
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed,0.781903617601315,0.4478451744027529,0.1052559910973131,0.2518182646165313,0.11420689812161196
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - With health insurance coverage,0.781016540971209,0.4201066691072118,0.03731512754664814,0.2672088018949652,0.14124443305378204
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - With health insurance coverage - With private health insurance,0.8570196683208181,0.06685848717831638,-0.07002157318865351,0.1469566620292696,0.045323832229798196
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - With health insurance coverage - With public coverage,0.5985906483013571,0.6076985233346612,0.11337035886872833,0.3126253059632316,0.1698593079327465
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - No health insurance coverage,0.6404940526810995,0.46948272149253395,0.34183969103505746,0.14719237312060143,-0.00884077319722001
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force,0.7870395582295622,0.5390086332473577,0.003221502830043374,0.19525704890023685,-0.050677140981305074
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - With health insurance coverage,0.7874884483238017,0.5240026679205303,-0.04400687099743552,0.20517100322875034,-0.0562324674628576
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - With health insurance coverage - With private health insurance,0.7669256782915536,0.026388358776779357,-0.2619073307004593,0.09795394202947562,-0.19824670953722648
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - With health insurance coverage - With public coverage,0.6126464871309616,0.701909114604578,0.114567465356593,0.22559984697727908,0.08416440493719322
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - No health insurance coverage,0.6769577989910388,0.5763303328630555,0.3504015623712525,0.09579637282251188,-0.002912646727524461
