Feature,Importance
"Gross rent - Occupied units paying rent - $2,000 to $2,499",0.0007496427937696961
"Gross rent - Occupied units paying rent - $2,500 to $2,999",0.006397024572779733
"Gross rent - Occupied units paying rent - $3,000 or more",8.677542484689038e-05
Gross rent - Occupied units paying rent - Median (dollars),0.05059858726154905
Gross rent - Occupied units paying rent - No rent paid,0.0017338085440763464
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed),0.0008376099197947555
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - Less than 15.0 percent,0.004803987449262615
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - 15.0 to 19.9 percent,0.000621935885355152
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - 20.0 to 24.9 percent,0.001158927755483244
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - 25.0 to 29.9 percent,0.0013899118486925524
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - 30.0 to 34.9 percent,0.0024580079441217212
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - 35.0 percent or more,0.007814038734139913
GRAPI - Occupied units paying rent (excluding units where GRAPI cannot be computed) - Not computed,0.017282283834740765
