Feature,Importance
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_10584,0.005327296882095542
Income and benefits - Families - Mean family income (dollars)_92613,0.005297031325922805
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_25503,0.00520222705364625
Income and benefits - Median earnings for workers (dollars)_47327,0.005063924376075068
Income and benefits - Total households - Mean household income (dollars)_139471,0.0049532235553603424
Income and benefits - Total households - With earnings - Mean earnings (dollars)_169667,0.004930858926026358
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_2968,0.004853799704460948
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_54000",0.0048381461421595695
Income and benefits - Total households - With earnings - Mean earnings (dollars)_110543,0.004822390644126352
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_59914,0.004800306072067203
Income and benefits - Median earnings for workers (dollars)_45074,0.0047813214706856145
"Income and benefits - Families - $25,000 to $34,999",0.004748489833244997
"Income and benefits - Families - $150,000 to $199,999",0.004748053509247587
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_13797,0.004735139267932446
Income and benefits - Total households - Median household income (dollars)_90706,0.0047189048259152445
Income and benefits - Families - Median family income (dollars)_135899,0.004590702775001205
Income and benefits - Median earnings for workers (dollars)_56188,0.004545573939454773
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_42525",0.00452687261236279
Income and benefits - Total households - With Social Security,0.004428064447035668
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_9625,0.004400582234307514
Income and benefits - Total households - With earnings - Mean earnings (dollars)_114501,0.004387979651039689
Income and benefits - Total households - Median household income (dollars)_76435,0.004257114645097555
Income and benefits - Total households - Median household income (dollars)_71355,0.004237682423131876
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_14481,0.004123224281135829
Income and benefits - Total households - Median household income (dollars)_84115,0.004121435610247281
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_64554",0.004080057604866899
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_25831,0.004051472827895306
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_82478",0.004050771433933124
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_14092,0.004039355910808587
Income and benefits - Total households - With earnings - Mean earnings (dollars)_145264,0.003955858951395872
Income and benefits - Median earnings for workers (dollars)_42632,0.003938068540825297
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_6849,0.00388912496933565
Income and benefits - Median earnings for workers (dollars)_48750,0.0037709148529358836
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_29.5,0.0037510845286573553
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_29.7,0.003739261615293665
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_41452",0.0037218983973836385
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_73646,0.0037149263211795173
Income and benefits - Families - Mean family income (dollars)_126416,0.003673151122839507
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_25889,0.0036431238994906134
Income and benefits - Families - Mean family income (dollars)_236511,0.003621036060330738
Income and benefits - Total households - With retirement income,0.003617763464305003
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars),0.0036133564153373976
Income and benefits - Total households - With earnings - Mean earnings (dollars)_83008,0.0036050839173138107
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_22439,0.003452794687680366
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - With health insurance coverage,0.0033707839711942062
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_65664",0.003366246850326904
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_4949,0.003355705657130845
Income and benefits - Total households - Median household income (dollars)_86475,0.003281357347896402
Income and benefits - Families - Median family income (dollars)_137561,0.0032809064521811715
Income and benefits - Total households - Median household income (dollars)_50245,0.003279433803456675
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - No health insurance coverage,0.003257014598599175
Occupation - Civilian employed population 16 years and over - Sales and office occupations,0.003159242563742841
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_6403,0.0031386977981754777
Income and benefits - Total households - Mean household income (dollars)_107449,0.003062036922238083
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_70247",0.0030458410306334993
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_77834",0.0030077126326911847
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_78750",0.0029404709705864516
"Income and benefits - Total households - $10,000 to $14,999",0.00284864777915795
Income and benefits - Median earnings for workers (dollars)_59648,0.002847417734333165
Income and benefits - Per capita income (dollars),0.0028398342635843872
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_2170,0.0026623361246619235
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_64213",0.0026483814537325125
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_69878,0.002639748986218512
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_46699",0.00259119511725186
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_10228,0.0024943739787309967
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_21891,0.002474546478524361
Income and benefits - Total households - With earnings - Mean earnings (dollars)_156572,0.0024437970172717866
Income and benefits - Families - Median family income (dollars)_85455,0.002419151542976783
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes),0.0023264589159298966
Income and benefits - Families - Mean family income (dollars)_123307,0.002289261303252303
Income and benefits - Total households - With earnings - Mean earnings (dollars)_134099,0.0022705212530437033
Income and benefits - Families - Mean family income (dollars)_190521,0.002256843766447844
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_3632,0.002234320056644556
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - No health insurance coverage,0.002207658546249289
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_19709,0.0021826801661983843
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_66110,0.0021805612740882323
Income and benefits - Total households - Mean household income (dollars),0.0021724611339328103
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_1443,0.0021448779972372016
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_7402,0.002132462838371864
Income and benefits - Total households - Mean household income (dollars)_107297,0.0020734320132628262
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_69250",0.0020279139770980996
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_109054,0.0020105173435104365
Income and benefits - Total households - With earnings - Mean earnings (dollars)_182302,0.001969087010980609
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_25.6,0.001929590390138255
Income and benefits - Median earnings for workers (dollars)_30775,0.001890130633412004
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_49698,0.0018811749841435167
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_40235",0.0018372318999519477
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_8692,0.00183312468284229
Commuting to Work - Workers 16 years and over - Other means,0.0017969974330450174
Industry - Civilian employed population 16 years and over - Wholesale trade,0.0017891791589811335
Income and benefits - Median earnings for workers (dollars)_55378,0.001779525191462687
Income and benefits - Families - Median family income (dollars)_146908,0.001740396526263175
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_71625,0.001714879848016648
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_34.5,0.0017120140490669824
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_24168,0.0016692405091888922
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_62483,0.0016691886996855082
Income and benefits - Families - Median family income (dollars)_83764,0.0016480808352665765
Income and benefits - Families - Mean family income (dollars)_211503,0.0016389228165144343
Income and benefits - Total households - Mean household income (dollars)_57824,0.0016339885422467864
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_885,0.0016100933787151714
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_18034,0.0015982966521143004
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_36548,0.0015014228377025175
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_42658,0.0014891641151790899
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_4543,0.0014470797699256289
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_21659,0.001358636430929626
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_25.8,0.001357340841281539
Income and benefits - Total households - Median household income (dollars)_119788,0.0013052873295123742
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_29.6,0.0013004860671187062
Income and benefits - Total households - Mean household income (dollars)_175677,0.0012823861492355466
Income and benefits - Total households - Mean household income (dollars)_136105,0.0012247017198871615
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_17469,0.0011760538924664103
Income and benefits - Families - Mean family income (dollars)_150686,0.0011418549846048994
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_29280,0.0011412863822795178
"Income and benefits - Families - $15,000 to $24,999",0.0011411635051311298
Income and benefits - Families - Mean family income (dollars),0.0011406250516233678
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_34.9,0.0011272652082176258
Income and benefits - Median earnings for workers (dollars)_63026,0.0011069453503770518
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_99844",0.0010354914467213205
Income and benefits - Families - Mean family income (dollars)_66220,0.000979391032755049
Income and benefits - Total households - Median household income (dollars)_140188,0.0009680611152046155
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars),0.0008817092764964013
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_23979,0.0008760349739591645
Income and benefits - Families - Median family income (dollars)_49227,0.0008670385018887196
"Income and benefits - Total households - $200,000 or more",0.0008573539777812208
Income and benefits - Total households - With earnings - Mean earnings (dollars)_83103,0.0007785232918447043
Income and benefits - Total households - Mean household income (dollars)_175062,0.0007008901341970729
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force,0.0006789529175094725
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)",0.0006599182077056061
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_4114,0.0006414515728433746
Industry - Civilian employed population 16 years and over - Retail trade,0.0005852352925857729
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force - With health insurance coverage - With private health insurance,0.0005644164124087284
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_25029,0.0005488753869716059
Income and benefits - Total households - With earnings - Mean earnings (dollars)_63309,0.0005145700686638473
Income and benefits - Families - Mean family income (dollars)_70586,0.0004755046680070617
Employment Status - Own children of the householder 6 to 17 years,0.0004679303572852208
Industry - Civilian employed population 16 years and over - Information,0.00046759193149320874
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_39646,0.0004627951342878338
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed,0.0004494686233367088
Income and benefits - Total households - Median household income (dollars),0.00043428161736536723
Income and benefits - Total households - Median household income (dollars)_142857,0.0004213094697775642
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_9654,0.0004199623155248499
Income and benefits - Total households - With earnings,0.0004198538715441123
Industry - Civilian employed population 16 years and over - Manufacturing,0.00041103159407231214
Income and benefits - Families - Median family income (dollars)_177330,0.0004093400628967316
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_15186,0.00038819515181037783
Commuting to Work - Workers 16 years and over - Worked from home,0.0003745722118996886
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_28517,0.00036874609030776694
Income and benefits - Total households - With retirement income - Mean retirement income (dollars),0.0003386832473239571
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_42655",0.00032366940568453464
"Income and benefits - Total households - $15,000 to $24,999",0.0003217994700784572
Industry - Civilian employed population 16 years and over,0.0003182438644656129
"Industry - Civilian employed population 16 years and over - Transportation and warehousing, and utilities",0.0002963481065519139
Health Insurance Coverage - Civilian noninstitutionalized population - With health insurance coverage - With private health insurance,0.00029232496232457967
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage,0.0002731415635187826
Commuting to Work - Workers 16 years and over - Public transportation (excluding taxicab),0.000272415596925524
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_1956,0.0002568497469355825
Income and benefits - Median earnings for workers (dollars)_57767,0.00025461063083234323
Income and benefits - Families - Median family income (dollars)_148594,0.0002361128007945646
Income and benefits - Median earnings for workers (dollars)_23480,0.0002230415944805254
Income and benefits - Families - Median family income (dollars),0.00019408190775334453
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_35.6,0.00017705597232650462
Health Insurance Coverage - Civilian noninstitutionalized population,0.0001688051525643684
Income and benefits - Total households,0.00016828463686863827
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_66875",0.0001630833613290882
Occupation - Civilian employed population 16 years and over,0.00015682734222570893
Income and benefits - Median earnings for workers (dollars)_31738,0.00014308200462066818
Income and benefits - Total households - Median household income (dollars)_38928,0.00013959933511015164
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_8415,0.00013303424414104514
Income and benefits - Total households - With earnings - Mean earnings (dollars)_123352,0.00012771097676529355
Income and benefits - Total households - Mean household income (dollars)_118752,0.0001231687676937183
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_20014,0.00012028208260035204
Income and benefits - Total households - Median household income (dollars)_43981,0.00011992117128677897
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_68080,0.00011889160053766602
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_34408,0.00011470092396969337
Income and benefits - Total households - With earnings - Mean earnings (dollars)_92128,0.0001059565435027802
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_59369",8.627764069796936e-05
Income and benefits - Families - Mean family income (dollars)_90796,7.6217931656323e-05
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_104343,7.47357265836499e-05
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_12231,7.098103415361835e-05
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_65018",6.965472166774536e-05
Income and benefits - Total households - Mean household income (dollars)_79573,4.936970291267433e-05
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_11363,3.9937102667137155e-05
"Industry - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services",3.931702114337979e-05
"Income and benefits - Total households - Less than $10,000",3.729594529380633e-05
Income and benefits - Total households - With Food Stamp/SNAP benefits in the past 12 months,3.0053638620515287e-05
"Industry - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services",2.8575405943927795e-05
Income and benefits - Families - Mean family income (dollars)_154720,2.6917535044377242e-05
Income and benefits - Total households - With earnings - Mean earnings (dollars),2.617660697708482e-05
Income and benefits - Total households - Median household income (dollars)_81042,2.2865894402254687e-05
"Occupation - Civilian employed population 16 years and over - Production, transportation, and material moving occupations",2.050803606513023e-05
"Income and benefits - Families - $50,000 to $74,999",1.8651434784653794e-05
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_20241,1.7078162350038843e-05
Income and benefits - Nonfamily households,1.6343527402580127e-05
Health Insurance Coverage - Civilian noninstitutionalized population under 19 years - No health insurance coverage,1.5937698288057182e-05
CLass of worker - Civilian employed population 16 years and over - Self-employed in own not incorporated business workers,1.5704975492722583e-05
Income and benefits - Median earnings for workers (dollars)_66535,1.5297543906195595e-05
Income and benefits - Nonfamily households - Mean nonfamily income (dollars),1.4622718752846103e-05
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Unemployed - With health insurance coverage - With private health insurance,1.3611592188311035e-05
Income and benefits - Families - Median family income (dollars)_56111,1.356882070678532e-05
"Income and benefits - Total households - $75,000 to $99,999",1.1333702346541496e-05
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_80149",1.117710048783414e-05
CLass of worker - Civilian employed population 16 years and over - Unpaid family workers,1.1174187607123374e-05
Income and benefits - Total households - With earnings - Mean earnings (dollars)_202403,1.0589403546919754e-05
Commuting to Work - Workers 16 years and over - Walked,1.0463485900993833e-05
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_21420,1.0152155116834181e-05
Income and benefits - Families - Mean family income (dollars)_192535,9.9669500108055e-06
"Industry - Civilian employed population 16 years and over - Other services, except public administration",9.412615621735893e-06
CLass of worker - Civilian employed population 16 years and over - Government workers,9.387816622964371e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_26.7,9.013297676941302e-06
Income and benefits - Total households - Mean household income (dollars)_171023,8.453677428904454e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_174287,8.352148944265964e-06
Income and benefits - Total households - Median household income (dollars)_107030,8.03682024558292e-06
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - No health insurance coverage,7.4963957995950445e-06
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_80817,7.4914767533640065e-06
Income and benefits - Median earnings for workers (dollars)_85017,7.488167915316438e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_13140,7.223695858852542e-06
Income and benefits - Families - Median family income (dollars)_165446,7.0090784657208315e-06
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage - With public coverage,6.654772883575051e-06
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_34684,6.517853135571542e-06
Income and benefits - Nonfamily households - Median nonfamily income (dollars),6.445301321884673e-06
Health Insurance Coverage - Civilian noninstitutionalized population - No health insurance coverage,6.388404444802397e-06
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_116691",6.385343632529217e-06
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_3159,6.193221876963297e-06
Income and benefits - Families - Mean family income (dollars)_230519,6.077890962484193e-06
Income and benefits - Total households - With Supplemental Security Income,5.906789975158664e-06
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_84250",5.88540641337634e-06
"Occupation - Civilian employed population 16 years and over - Natural resources, construction, and maintenance occupations",5.724027011818351e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars),5.71306895834533e-06
"Income and benefits - Total households - $25,000 to $34,999",5.575412734820414e-06
Income and benefits - Families - Mean family income (dollars)_250291,5.509237617506854e-06
Income and benefits - Total households - Mean household income (dollars)_193236,5.490376016985944e-06
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_26146,5.399129040332977e-06
"Industry - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining",5.321619379414148e-06
"Industry - Civilian employed population 16 years and over - Educational services, and health care and social assistance",5.260177168345228e-06
"Income and benefits - Families - $200,000 or more",5.2247719832926635e-06
"Income and benefits - Total households - $100,000 to $149,999",5.0235106692407495e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_28.3,4.897807796469994e-06
Industry - Civilian employed population 16 years and over - Construction,4.527528595404828e-06
Income and benefits - Total households - Mean household income (dollars)_149674,4.472315917374465e-06
CLass of worker - Civilian employed population 16 years and over - Private wage and salary workers,4.39402704823794e-06
"Income and benefits - Total households - $50,000 to $74,999",4.293133253615525e-06
"Income and benefits - Total households - $35,000 to $49,999",4.279174549296892e-06
Income and benefits - Families - Median family income (dollars)_193750,4.168124890352393e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_56919,3.8054337125247457e-06
"Income and benefits - Families - $10,000 to $14,999",3.6057771799884885e-06
Industry - Civilian employed population 16 years and over - Public administration,3.558279937434012e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_8815,3.4355179840606315e-06
Income and benefits - Total households - Mean household income (dollars)_140491,3.3810656314993535e-06
Health Insurance Coverage - Civilian noninstitutionalized population - With health insurance coverage,3.3208116359906444e-06
"Income and benefits - Families - $100,000 to $149,999",3.3135452644139365e-06
Income and benefits - Families - Mean family income (dollars)_156940,3.291979906906839e-06
Income and benefits - Median earnings for workers (dollars)_31713,3.1901071018436033e-06
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - In labor force - Employed - With health insurance coverage - With private health insurance,3.0687967528130735e-06
Income and benefits - Total households - With cash public assistance income,3.0614494873667954e-06
Income and benefits - Median earnings for workers (dollars)_59562,3.0426114587773e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_179469,2.9365741918167126e-06
Income and benefits - Total households - Mean household income (dollars)_49820,2.9032433067321886e-06
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_13069,2.851699753910294e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_158823,2.829515096748994e-06
Income and benefits - Families,2.818158746835968e-06
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_42648",2.713374937108603e-06
"Industry - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing",2.711920187209088e-06
Income and benefits - Families - Mean family income (dollars)_58876,2.4228507217032334e-06
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_74472,2.257250129273269e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_6259,2.2476919698932726e-06
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_103903,2.133155681710526e-06
Income and benefits - Nonfamily households - Mean nonfamily income (dollars)_140359,2.0834915972050162e-06
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years - Not in labor force,2.063221111735856e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_29.1,2.00425778918193e-06
Commuting to Work - Workers 16 years and over,1.981096708554483e-06
Income and benefits - Families - Median family income (dollars)_143303,1.9798441881444164e-06
Income and benefits - Total households - Mean household income (dollars)_N,1.9643520029702868e-06
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_25959,1.9602929742193437e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_128855,1.9512099936715012e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_57369,1.9420085696098725e-06
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_31599,1.9276380886185366e-06
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_34261,1.9239212103736393e-06
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_1797,1.8451461037948512e-06
Income and benefits - Total households - With earnings - Mean earnings (dollars)_136152,1.8196349807551453e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_27.2,1.815441577980402e-06
Income and benefits - Families - Median family income (dollars)_50745,1.809688198346131e-06
Income and benefits - Total households - Mean household income (dollars)_50988,1.8079736270820083e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_32.0,1.7782432484990663e-06
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_52376,1.7563787845617401e-06
"Income and benefits - Families - Less than $10,000",1.7434945461830021e-06
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_68927",1.5386113584980502e-06
Income and benefits - Total households - With Social Security - Mean Social Security income (dollars)_26871,1.503795953056639e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_11651,1.4218799502454536e-06
Income and benefits - Families - Mean family income (dollars)_69245,1.4206239266212014e-06
Income and benefits - Median earnings for workers (dollars)_-,1.411822716245957e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_10013,1.3276329814478387e-06
Income and benefits - Total households - With Supplemental Security Income - Mean Supplemental Security Income (dollars)_13238,1.2929374392734963e-06
"Income and benefits - Total households - $150,000 to $199,999",1.2418276210839495e-06
Income and benefits - Total households - Median household income (dollars)_123452,1.240475664568786e-06
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_105241",1.2246482285331714e-06
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_69756",1.2167910489517445e-06
Income and benefits - Families - Median family income (dollars)_92984,1.1751763520917762e-06
Income and benefits - Median earnings for workers (dollars)_48183,1.1455505941951164e-06
Income and benefits - Total households - With retirement income - Mean retirement income (dollars)_29459,1.130247950246678e-06
"Income and benefits - Median earnings for male full-time, year-round workers (dollars)_41724",1.1236267728234275e-06
Occupation - Civilian employed population 16 years and over - Service occupations,1.1103561748235723e-06
Income and benefits - Total households - With cash public assistance income - Mean cash public assistance income (dollars)_2975,1.0973429214994682e-06
"Income and benefits - Median earnings for female full-time, year-round workers (dollars)_39436",1.0760249164937257e-06
Income and benefits - Total households - Median household income (dollars)_50592,1.0097809987789948e-06
Commuting to Work - Workers 16 years and over - Mean travel time to work (minutes)_32.2,1.0067750498989652e-06
Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years,9.690464561158463e-07
Income and benefits - Total households - With earnings - Mean earnings (dollars)_100953,9.162184239256655e-07
